"player_id","playerName","teamName","G","TPA","AB","H","X1B","X2B","X3B","HR","R","RBI","BB","IBB","K","SB","BBK","BABIP","AVG","OBP","SLG","OPS","RC","RC27","wRC","wOBA","oWAR"
1285,"김태훈","KT",44,91,87,20,14,4,1,1,6,6,2,0,19,1,0.105,0.284,0.23,0.256,0.333,0.589,7.45,2.915217,5.04,0.264,-0.47
1398,"이동훈","한화",33,62,53,10,9,1,0,0,8,2,3,0,12,2,0.25,0.244,0.189,0.259,0.208,0.467,2.74,1.450588,1.6,0.232,-0.47
1872,"나승엽","롯데",60,128,113,23,19,2,0,2,16,10,14,0,33,1,0.424,0.266,0.204,0.289,0.274,0.563,10.1,2.96413,7.96,0.271,-0.48
1410,"김지수","한화",11,25,24,2,1,1,0,0,0,0,1,0,14,0,0.071,0.2,0.083,0.12,0.125,0.245,0.39,0.478636,-1.94,0.118,-0.48
557,"나주환","KIA",19,32,31,5,5,0,0,0,0,3,0,0,12,0,0,0.25,0.161,0.156,0.161,0.317,0.55,0.512069,-1.74,0.143,-0.5
1829,"김기환","NC",62,149,140,29,17,7,2,3,19,13,8,0,45,15,0.178,0.283,0.207,0.25,0.35,0.6,13.16,3.063103,8.77,0.268,-0.52
930,"박대온","NC",42,95,85,18,17,1,0,0,4,5,4,0,21,0,0.19,0.273,0.212,0.242,0.224,0.466,5.49,2.030548,1.41,0.219,-0.54
884,"이성곤","삼성",2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.37,0,-0.55
215,"이해창","한화",20,60,54,9,6,3,0,0,4,4,1,0,13,0,0.077,0.214,0.167,0.193,0.222,0.415,2.48,1.3392,-0.7,0.19,-0.56
1523,"이원재","NC",31,69,65,15,13,2,0,0,3,7,1,0,11,1,0.091,0.273,0.231,0.25,0.262,0.512,4.48,2.282264,2.04,0.236,-0.57
148,"이홍구","KT",37,58,55,9,8,0,0,1,4,5,2,1,28,0,0.071,0.296,0.164,0.19,0.218,0.408,1.58,0.836471,-1.39,0.177,-0.58
1699,"김창평","SSG",40,28,25,2,2,0,0,0,6,1,1,0,6,2,0.167,0.105,0.08,0.115,0.08,0.195,0.31,0.321923,-2.63,0.1,-0.59
707,"정진호","한화",47,167,145,33,24,9,0,0,9,15,15,1,22,4,0.682,0.264,0.228,0.301,0.29,0.591,13.27,2.889435,11.38,0.278,-0.6
872,"노태형","한화",18,49,43,5,4,1,0,0,6,1,6,0,15,0,0.4,0.179,0.116,0.224,0.14,0.364,1.7,1.207895,-0.34,0.196,-0.6
326,"정의윤","SSG",62,178,165,38,29,2,0,7,21,24,11,1,37,0,0.297,0.252,0.23,0.275,0.37,0.645,15.69,3.138,13.46,0.286,-0.61
1742,"박주홍","Hero",23,56,47,5,3,2,0,0,4,3,9,0,21,1,0.429,0.192,0.106,0.25,0.149,0.399,2.11,1.294773,0.79,0.219,-0.61
1407,"김동엽","삼성",69,203,185,44,31,9,0,4,20,24,10,0,42,2,0.238,0.28,0.238,0.286,0.351,0.637,19.62,3.579324,15.8,0.289,-0.64
61,"장운호","한화",102,338,285,67,57,10,0,0,36,28,36,0,77,3,0.468,0.318,0.235,0.332,0.27,0.602,27.45,3.075311,28.97,0.297,-0.68
658,"오재원","두산",45,79,72,12,9,3,0,0,6,5,6,0,18,2,0.333,0.218,0.167,0.228,0.208,0.436,3.5,1.476563,0.58,0.211,-0.68
1594,"이도윤","한화",56,68,63,11,11,0,0,0,5,2,4,0,18,1,0.222,0.244,0.175,0.224,0.175,0.399,2.31,1.11375,-0.39,0.197,-0.72
1787,"박정현","한화",33,120,107,21,17,4,0,0,10,9,9,0,32,1,0.281,0.276,0.196,0.256,0.234,0.49,7.3,2.165934,3.6,0.236,-0.74
1932,"보어","LG",32,117,100,17,12,2,0,3,7,17,11,0,30,0,0.367,0.2,0.17,0.265,0.28,0.545,8.4,2.577273,5.97,0.259,-0.74
1767,"변상권","Hero",72,171,159,38,29,5,4,0,19,20,9,0,40,0,0.225,0.311,0.239,0.275,0.321,0.596,14.6,3.128571,10.37,0.27,-0.76
1600,"예진원","Hero",52,132,114,18,10,6,1,1,16,8,12,0,28,0,0.429,0.198,0.158,0.248,0.254,0.502,7.68,2.013204,4.59,0.241,-0.9
1681,"이원석","한화",43,130,114,20,17,1,1,1,12,9,8,0,43,4,0.186,0.264,0.175,0.238,0.228,0.466,7.13,1.869029,2.41,0.224,-0.96
1668,"유장혁","한화",34,112,98,14,8,5,0,1,11,7,8,0,39,2,0.205,0.217,0.143,0.218,0.224,0.442,5.25,1.575,0.96,0.213,-0.96
1810,"임종찬","한화",42,146,131,20,14,5,0,1,9,8,12,0,49,0,0.245,0.235,0.153,0.229,0.214,0.443,6.66,1.550172,1.8,0.217,-1.47
